original_text,original_category,original_type,original_ambiguity,action,new_category,new_type,new_ambiguity,reason
UPI/KUVERA/PAYMENT/REF4727,Misc,Investment,context_dependent,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
POS ET MONEY PAYMENT,Misc,Investment,context_dependent,ambiguity_corrected,Misc,Investment,clear,ambiguity_to_clear
rent,Bills,Need,clear,ambiguity_corrected,Bills,Need,ambiguous,ambiguity_to_ambiguous
treated myself to PVR for binge watching over the weekend,Entertainment,Want,context_dependent,ambiguity_corrected,Entertainment,Want,clear,ambiguity_to_clear
Vistara for a weekend getaway,Travel,Want,context_dependent,ambiguity_corrected,Travel,Want,clear,ambiguity_to_clear
UPI-WOWMOMO-854739@upi,Food,Want,context_dependent,ambiguity_corrected,Food,Want,clear,ambiguity_to_clear
CARD PAYMENT SPICEJET,Travel,Need,context_dependent,ambiguity_corrected,Travel,Need,clear,ambiguity_to_clear
UPI-TATAPOWER-951257@upi,Bills,Need,clear,removed_duplicate,,,,"Normalized duplicate of previously retained transaction: ""upi tatapower upi"""
UPI-BOX8-928529@upi,Food,Want,context_dependent,ambiguity_corrected,Food,Want,clear,ambiguity_to_clear
Flipkart expense because the monsoon damaged the old one,Shopping,Need,context_dependent,ambiguity_corrected,Shopping,Need,clear,ambiguity_to_clear
POS TATA CLIQ PAYMENT,Shopping,Want,context_dependent,ambiguity_corrected,Shopping,Want,clear,ambiguity_to_clear
splurged on Flipkart during a big sale,Shopping,Want,context_dependent,ambiguity_corrected,Shopping,Want,clear,ambiguity_to_clear
UPI-SPOTIFY-726924@upi,Entertainment,Want,context_dependent,ambiguity_corrected,Entertainment,Want,clear,ambiguity_to_clear
MCDONALD'S TXN POS PURCHASE,Food,Need,context_dependent,ambiguity_corrected,Food,Need,clear,ambiguity_to_clear
POS IRCTC PAYMENT,Travel,Need,context_dependent,ambiguity_corrected,Travel,Need,clear,ambiguity_to_clear
POS NETMEDS PAYMENT,Health,Need,context_dependent,ambiguity_corrected,Health,Need,clear,ambiguity_to_clear
